City,Region,Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf
San Diego,West,11/1/1939,0:00,6.81,5.691,5.038,2.919,2.968,0.911,-0.05,-1.389,0
San Diego,West,12/1/1939,0:00,6.909,5.56,4.789,2.68,2.719,0.649,-0.349,-1.589,0
San Diego,West,1/1/1940,0:00,6.909,5.491,4.681,2.581,2.581,0.491,-0.362,-1.891,0
San Diego,West,2/1/1940,0:00,6.81,5.36,4.661,2.519,2.519,0.39,-0.319,-1.49,0
San Diego,West,3/1/1940,0:00,6.111,4.95,4.451,2.338,2.361,0.268,-0.411,-1.389,0
San Diego,West,4/1/1940,0:00,6.61,4.911,4.418,2.269,2.299,0.18,-0.559,-1.691,0
San Diego,West,5/1/1940,0:00,6.81,5.16,4.428,2.371,2.381,0.33,-0.49,-1.789,0
San Diego,West,6/1/1940,0:00,6.41,5.36,4.5,2.47,2.479,0.458,-0.519,-1.891,0
San Diego,West,7/1/1940,0:00,6.41,5.501,4.619,2.571,2.591,0.57,-0.421,-1.589,0
San Diego,West,8/1/1940,0:00,6.61,5.54,4.861,2.739,2.768,0.668,-0.139,-1.389,0
San Diego,West,9/1/1940,0:00,6.61,5.501,5.038,2.87,2.89,0.741,0.17,-0.992,0
San Diego,West,10/1/1940,0:00,6.909,5.458,5.009,2.801,2.811,0.619,-0.089,-1.691,0
San Diego,West,11/1/1940,0:00,7.309,5.58,4.92,2.758,2.791,0.668,-0.27,-1.589,0
San Diego,West,12/1/1940,0:00,NaN,5.911,5.12,2.978,3.001,0.878,-0.129,NaN,0
San Diego,West,1/1/1941,0:00,6.708,5.468,4.72,2.65,2.66,0.6,-0.27,-1.589,0
San Diego,West,2/1/1941,0:00,6.708,5.58,4.95,2.87,2.88,0.809,0.13,-1.29,0
San Diego,West,3/1/1941,0:00,6.61,5.37,4.901,2.821,2.83,0.77,0.209,-0.49,0
San Diego,West,4/1/1941,0:00,6.81,5.17,4.628,2.538,2.591,0.55,-0.181,-1.192,0
San Diego,West,5/1/1941,0:00,7.109,5.301,4.559,2.529,2.571,0.57,-0.329,-1.691,0
San Diego,West,6/1/1941,0:00,6.909,5.38,4.559,2.479,2.509,0.458,-0.519,-2.091,0
San Diego,West,7/1/1941,0:00,6.909,5.609,4.789,2.739,2.758,0.731,-0.171,-1.789,0
San Diego,West,8/1/1941,0:00,6.708,5.639,4.93,2.86,2.89,0.849,0.009,-1.29,0
San Diego,West,9/1/1941,0:00,6.41,5.609,5.111,3.011,3.04,0.97,0.311,-0.591,0
San Diego,West,10/1/1941,0:00,7.309,5.659,5.248,3.149,3.168,1.098,0.419,-0.591,0
San Diego,West,11/1/1941,0:00,7.309,5.639,5.009,2.919,2.968,0.931,0.038,-1.691,0
San Diego,West,12/1/1941,0:00,7.411,5.77,4.95,2.899,2.929,0.901,-0.089,-1.989,0
San Diego,West,1/1/1942,0:00,7.21,5.501,4.681,2.62,2.67,0.649,-0.329,-1.891,0
San Diego,West,2/1/1942,0:00,6.909,5.281,4.661,2.611,2.67,0.668,-0.04,-1.192,0
San Diego,West,3/1/1942,0:00,6.111,5.13,4.691,2.558,2.601,0.511,-0.08,-1.09,0
San Diego,West,4/1/1942,0:00,6.41,5.258,4.779,2.63,2.67,0.57,-0.109,-1.192,0
San Diego,West,5/1/1942,0:00,6.81,5.34,4.599,2.479,2.509,0.409,-0.509,-1.989,0
San Diego,West,6/1/1942,0:00,7.411,5.731,4.848,2.748,2.791,0.721,-0.26,-1.789,0
San Diego,West,7/1/1942,0:00,7.01,5.59,4.838,2.758,2.781,0.721,-0.309,-1.989,0
San Diego,West,8/1/1942,0:00,6.708,5.419,4.769,2.709,2.739,0.711,-0.06,-1.49,0
San Diego,West,9/1/1942,0:00,6.308,5.34,4.819,2.758,2.801,0.78,0.14,-0.89,0
San Diego,West,10/1/1942,0:00,6.111,5.199,4.76,2.758,2.801,0.839,0.071,-0.391,0
San Diego,West,11/1/1942,0:00,6.61,5.258,4.681,2.611,2.65,0.629,-0.319,-1.389,0
San Diego,West,12/1/1942,0:00,6.81,5.291,4.52,2.47,2.509,0.511,-0.47,-2.291,0
San Diego,West,1/1/1943,0:00,7.21,5.521,4.681,2.601,2.63,0.59,-0.339,-2.291,0
San Diego,West,2/1/1943,0:00,6.909,5.34,4.651,2.489,2.529,0.399,-0.372,-2.291,0
San Diego,West,3/1/1943,0:00,6.61,4.97,4.461,2.309,2.329,0.189,-0.529,-1.789,0
San Diego,West,4/1/1943,0:00,5.911,4.911,4.471,2.299,2.348,0.229,-0.539,-1.29,0
San Diego,West,5/1/1943,0:00,6.508,5.34,4.651,2.519,2.548,0.458,-0.391,-1.49,0
San Diego,West,6/1/1943,0:00,7.01,5.6,4.72,2.68,2.719,0.721,-0.26,-1.789,0
San Diego,West,7/1/1943,0:00,7.109,5.721,4.819,2.791,2.83,0.839,-0.231,-1.989,0
