City,Region,Date,MHW (ft),MSL (ft),MLW (ft)
San Francisco,West,4/1/1933,4.444,2.452,0.634
San Francisco,West,5/1/1933,4.293,2.295,0.454
San Francisco,West,6/1/1933,4.542,2.544,0.664
San Francisco,West,7/1/1933,4.785,2.754,0.844
San Francisco,West,8/1/1933,4.775,2.734,0.792
San Francisco,West,9/1/1933,4.765,2.705,0.743
San Francisco,West,10/1/1933,4.624,2.554,0.582
San Francisco,West,11/1/1933,4.575,2.485,0.552
San Francisco,West,12/1/1933,4.722,2.662,0.723
San Francisco,West,1/1/1934,4.604,2.564,0.684
San Francisco,West,2/1/1934,4.713,2.734,0.844
San Francisco,West,3/1/1934,4.585,2.613,0.694
San Francisco,West,4/1/1934,4.493,2.485,0.605
San Francisco,West,5/1/1934,4.624,2.573,0.684
San Francisco,West,6/1/1934,4.703,2.633,0.684
San Francisco,West,7/1/1934,4.755,2.675,0.684
San Francisco,West,8/1/1934,4.713,2.724,0.772
San Francisco,West,9/1/1934,4.873,2.872,0.982
San Francisco,West,10/1/1934,4.654,2.652,0.753
San Francisco,West,11/1/1934,4.742,2.705,0.782
San Francisco,West,12/1/1934,4.703,2.662,0.743
San Francisco,West,1/1/1935,4.863,2.852,0.972
San Francisco,West,2/1/1935,4.663,2.685,0.762
San Francisco,West,3/1/1935,4.663,2.652,0.733
San Francisco,West,4/1/1935,4.693,2.715,0.854
San Francisco,West,5/1/1935,4.663,2.652,0.792
San Francisco,West,6/1/1935,4.713,2.705,0.884
San Francisco,West,7/1/1935,4.804,2.764,0.864
San Francisco,West,8/1/1935,4.965,2.905,0.982
San Francisco,West,9/1/1935,4.844,2.793,0.864
San Francisco,West,10/1/1935,4.834,2.783,0.844
San Francisco,West,11/1/1935,4.673,2.583,0.644
San Francisco,West,12/1/1935,4.903,2.793,0.815
San Francisco,West,1/1/1936,4.663,2.623,0.703
San Francisco,West,2/1/1936,4.975,3.013,1.123
San Francisco,West,3/1/1936,4.604,2.642,0.792
San Francisco,West,4/1/1936,4.434,2.423,0.533
San Francisco,West,5/1/1936,4.634,2.633,0.753
San Francisco,West,6/1/1936,4.634,2.642,0.835
San Francisco,West,7/1/1936,4.785,2.754,0.884
San Francisco,West,8/1/1936,4.942,2.872,0.884
San Francisco,West,9/1/1936,4.995,2.915,0.913
San Francisco,West,10/1/1936,4.995,2.862,0.815
San Francisco,West,11/1/1936,4.883,2.744,0.753
San Francisco,West,12/1/1936,4.923,2.764,0.743
San Francisco,West,1/1/1937,4.673,2.583,0.625
San Francisco,West,2/1/1937,4.883,2.852,0.864
San Francisco,West,3/1/1937,4.722,2.803,0.933
San Francisco,West,4/1/1937,4.355,2.393,0.582
San Francisco,West,5/1/1937,4.614,2.633,0.805
San Francisco,West,6/1/1937,4.683,2.675,0.762
San Francisco,West,7/1/1937,4.932,2.885,0.923
San Francisco,West,8/1/1937,4.893,2.823,0.835
San Francisco,West,9/1/1937,4.873,2.823,0.835
San Francisco,West,10/1/1937,4.854,2.774,0.772
San Francisco,West,11/1/1937,4.854,2.764,0.805
San Francisco,West,12/1/1937,5.073,3.033,1.153
San Francisco,West,1/1/1938,4.863,2.823,0.874
San Francisco,West,2/1/1938,5.005,3.164,1.445
San Francisco,West,3/1/1938,4.795,2.915,1.133
San Francisco,West,4/1/1938,4.503,2.583,0.772
San Francisco,West,5/1/1938,4.614,2.642,0.825
San Francisco,West,6/1/1938,4.883,2.833,0.972
San Francisco,West,7/1/1938,4.952,2.852,0.835
San Francisco,West,8/1/1938,4.844,2.783,0.805
San Francisco,West,9/1/1938,4.795,2.754,0.805
San Francisco,West,10/1/1938,4.732,2.724,0.792
San Francisco,West,11/1/1938,4.585,2.534,0.605
San Francisco,West,12/1/1938,4.765,2.695,0.723
San Francisco,West,1/1/1939,4.683,2.593,0.615
San Francisco,West,2/1/1939,4.312,2.232,0.215
San Francisco,West,3/1/1939,4.355,2.285,0.274
San Francisco,West,4/1/1939,4.424,2.354,0.352
San Francisco,West,5/1/1939,4.542,2.432,0.415
San Francisco,West,6/1/1939,4.614,2.505,0.513
San Francisco,West,7/1/1939,4.683,2.613,0.582
San Francisco,West,8/1/1939,4.863,2.823,0.805
San Francisco,West,9/1/1939,5.064,3.043,1.025
San Francisco,West,10/1/1939,4.923,2.842,0.835
San Francisco,West,11/1/1939,5.064,2.964,0.854
San Francisco,West,12/1/1939,4.932,2.783,0.703
San Francisco,West,1/1/1940,5.123,3.072,1.074
San Francisco,West,2/1/1940,5.064,3.052,1.104
San Francisco,West,3/1/1940,4.844,2.925,1.064
San Francisco,West,4/1/1940,4.542,2.633,0.835
San Francisco,West,5/1/1940,4.594,2.603,0.694
San Francisco,West,6/1/1940,4.755,2.734,0.733
San Francisco,West,7/1/1940,4.814,2.744,0.733
San Francisco,West,8/1/1940,4.952,2.852,0.805
San Francisco,West,9/1/1940,5.093,2.984,0.943
San Francisco,West,10/1/1940,5.005,2.842,0.762
San Francisco,West,11/1/1940,4.985,2.823,0.772
San Francisco,West,12/1/1940,5.562,3.413,1.363
San Francisco,West,1/1/1941,5.405,3.423,1.563
San Francisco,West,2/1/1941,5.543,3.633,1.783
San Francisco,West,3/1/1941,5.395,3.463,1.645
San Francisco,West,4/1/1941,4.893,2.944,1.133
San Francisco,West,5/1/1941,4.785,2.783,0.923
San Francisco,West,6/1/1941,4.663,2.652,0.694
San Francisco,West,7/1/1941,5.024,2.954,0.923
San Francisco,West,8/1/1941,4.932,2.862,0.844
San Francisco,West,9/1/1941,5.142,3.052,1.025
San Francisco,West,10/1/1941,5.113,3.003,0.963
San Francisco,West,11/1/1941,5.152,3.052,1.045
San Francisco,West,12/1/1941,5.385,3.282,1.294
San Francisco,West,1/1/1942,5.083,3.082,1.182
San Francisco,West,2/1/1942,5.034,3.194,1.435
San Francisco,West,3/1/1942,4.673,2.652,0.674
San Francisco,West,4/1/1942,4.923,2.895,0.953
San Francisco,West,5/1/1942,4.585,2.544,0.572
San Francisco,West,6/1/1942,4.673,2.583,0.644
San Francisco,West,7/1/1942,4.923,2.793,0.743
San Francisco,West,8/1/1942,4.893,2.783,0.762
San Francisco,West,9/1/1942,4.913,2.872,0.874
San Francisco,West,10/1/1942,4.775,2.764,0.835
San Francisco,West,11/1/1942,4.732,2.675,0.674
San Francisco,West,12/1/1942,4.644,2.583,0.595
San Francisco,West,1/1/1943,4.913,2.925,0.982
San Francisco,West,2/1/1943,4.844,2.823,0.894
San Francisco,West,3/1/1943,4.775,2.803,0.884
San Francisco,West,4/1/1943,4.594,2.593,0.634
San Francisco,West,5/1/1943,4.624,2.593,0.634
San Francisco,West,6/1/1943,4.795,2.754,0.835
San Francisco,West,7/1/1943,4.903,2.813,0.844
San Francisco,West,8/1/1943,4.824,2.783,0.782
San Francisco,West,9/1/1943,4.975,2.944,0.943
San Francisco,West,10/1/1943,4.942,2.872,0.874
San Francisco,West,11/1/1943,4.873,2.783,0.782
San Francisco,West,12/1/1943,5.005,2.862,0.815
San Francisco,West,1/1/1944,4.785,2.705,0.694
San Francisco,West,2/1/1944,4.844,2.793,0.772
San Francisco,West,3/1/1944,4.644,2.642,0.664
San Francisco,West,4/1/1944,4.493,2.442,0.474
San Francisco,West,5/1/1944,4.654,2.642,0.713
San Francisco,West,6/1/1944,4.722,2.695,0.762
San Francisco,West,7/1/1944,4.952,2.872,0.963
San Francisco,West,8/1/1944,4.863,2.744,0.743
San Francisco,West,9/1/1944,5.005,2.915,0.864
San Francisco,West,10/1/1944,4.913,2.764,0.684
San Francisco,West,11/1/1944,4.985,2.842,0.825
San Francisco,West,12/1/1944,4.965,2.823,0.792
San Francisco,West,1/1/1945,4.814,2.724,0.743
San Francisco,West,2/1/1945,4.644,2.662,0.772
San Francisco,West,3/1/1945,4.473,2.485,0.533
San Francisco,West,4/1/1945,4.273,2.314,0.395
San Francisco,West,5/1/1945,4.503,2.475,0.595
San Francisco,West,6/1/1945,4.804,2.734,0.805
San Francisco,West,7/1/1945,4.932,2.885,0.904
San Francisco,West,8/1/1945,4.873,2.833,0.884
San Francisco,West,9/1/1945,5.014,2.974,1.035
San Francisco,West,10/1/1945,4.995,2.934,0.963
San Francisco,West,11/1/1945,4.844,2.754,0.753
San Francisco,West,12/1/1945,5.044,3.023,1.113
San Francisco,West,1/1/1946,4.634,2.662,0.874
San Francisco,West,2/1/1946,4.644,2.685,0.782
San Francisco,West,3/1/1946,4.483,2.475,0.543
San Francisco,West,4/1/1946,4.532,2.495,0.533
San Francisco,West,5/1/1946,4.713,2.623,0.684
San Francisco,West,6/1/1946,4.634,2.554,0.595
San Francisco,West,7/1/1946,4.863,2.764,0.815
San Francisco,West,8/1/1946,4.804,2.754,0.792
San Francisco,West,9/1/1946,4.923,2.915,0.992
San Francisco,West,10/1/1946,4.804,2.793,0.904
San Francisco,West,11/1/1946,4.932,2.862,0.953
San Francisco,West,12/1/1946,4.952,2.862,0.904
San Francisco,West,1/1/1947,4.755,2.685,0.694
San Francisco,West,2/1/1947,4.893,2.813,0.894
San Francisco,West,3/1/1947,4.834,2.823,0.874
San Francisco,West,4/1/1947,4.483,2.442,0.523
San Francisco,West,5/1/1947,4.785,2.685,0.733
San Francisco,West,6/1/1947,4.844,2.744,0.835
San Francisco,West,7/1/1947,4.693,2.623,0.723
San Francisco,West,8/1/1947,4.795,2.754,0.835
San Francisco,West,9/1/1947,4.824,2.793,0.874
San Francisco,West,10/1/1947,4.863,2.793,0.854
San Francisco,West,11/1/1947,4.722,2.603,0.654
San Francisco,West,12/1/1947,4.824,2.675,0.694
San Francisco,West,1/1/1948,4.952,2.842,0.884
San Francisco,West,2/1/1948,4.673,2.603,0.615
San Francisco,West,3/1/1948,4.614,2.593,0.694
San Francisco,West,4/1/1948,4.765,2.764,0.884
San Francisco,West,5/1/1948,4.555,2.593,0.762
San Francisco,West,6/1/1948,4.804,2.823,1.035
San Francisco,West,7/1/1948,4.873,2.885,1.025
San Francisco,West,8/1/1948,4.903,2.852,0.933
San Francisco,West,9/1/1948,4.942,2.885,0.933
San Francisco,West,10/1/1948,4.824,2.734,0.753
San Francisco,West,11/1/1948,4.785,2.662,0.723
San Francisco,West,12/1/1948,4.854,2.764,0.844
San Francisco,West,1/1/1949,4.732,2.675,0.772
San Francisco,West,2/1/1949,4.863,2.833,0.923
San Francisco,West,3/1/1949,4.765,2.823,0.972
San Francisco,West,4/1/1949,4.522,2.544,0.674
San Francisco,West,5/1/1949,4.722,2.685,0.854
San Francisco,West,6/1/1949,4.942,2.895,1.015
San Francisco,West,7/1/1949,4.873,2.793,0.854
San Francisco,West,8/1/1949,4.844,2.813,0.884
San Francisco,West,9/1/1949,4.985,2.974,1.074
San Francisco,West,10/1/1949,4.742,2.705,0.805
San Francisco,West,11/1/1949,4.785,2.724,0.825
San Francisco,West,12/1/1949,4.614,2.573,0.684
San Francisco,West,1/1/1950,4.693,2.633,0.753
San Francisco,West,2/1/1950,4.565,2.613,0.753
San Francisco,West,3/1/1950,4.424,2.413,0.503
San Francisco,West,4/1/1950,4.532,2.505,0.605
San Francisco,West,5/1/1950,4.722,2.603,0.713
San Francisco,West,6/1/1950,4.814,2.764,0.894
San Francisco,West,7/1/1950,5.014,2.954,1.035
San Francisco,West,8/1/1950,4.834,2.803,0.894
San Francisco,West,9/1/1950,4.883,2.895,1.015
San Francisco,West,10/1/1950,4.873,2.895,1.045
San Francisco,West,11/1/1950,4.893,2.872,1.025
San Francisco,West,12/1/1950,5.073,3.125,1.392
San Francisco,West,1/1/1951,4.742,2.764,0.923
San Francisco,West,2/1/1951,4.893,2.895,1.035
San Francisco,West,3/1/1951,4.683,2.662,0.753
San Francisco,West,4/1/1951,4.693,2.662,0.772
San Francisco,West,5/1/1951,4.834,2.793,0.923
San Francisco,West,6/1/1951,4.975,2.934,1.104
San Francisco,West,7/1/1951,5.034,2.974,1.104
San Francisco,West,8/1/1951,5.123,3.052,1.153
San Francisco,West,9/1/1951,5.133,3.095,1.153
San Francisco,West,10/1/1951,5.093,3.013,1.054
San Francisco,West,11/1/1951,5.215,3.134,1.202
San Francisco,West,12/1/1951,5.224,3.095,1.163
San Francisco,West,1/1/1952,5.303,3.305,1.474
San Francisco,West,2/1/1952,4.903,2.944,1.104
San Francisco,West,3/1/1952,4.755,2.813,0.992
San Francisco,West,4/1/1952,4.722,2.793,1.054
San Francisco,West,5/1/1952,4.565,2.652,0.963
San Francisco,West,6/1/1952,4.804,2.813,1.045
San Francisco,West,7/1/1952,4.923,2.905,1.005
San Francisco,West,8/1/1952,4.995,2.925,0.992
San Francisco,West,9/1/1952,5.044,2.964,1.025
San Francisco,West,10/1/1952,4.995,2.862,0.894
San Francisco,West,11/1/1952,5.162,3.043,1.074
San Francisco,West,12/1/1952,5.274,3.154,1.225
San Francisco,West,1/1/1953,5.014,3.023,1.215
San Francisco,West,2/1/1953,4.575,2.583,0.694
San Francisco,West,3/1/1953,4.693,2.662,0.684
San Francisco,West,4/1/1953,4.522,2.505,0.595
San Francisco,West,5/1/1953,4.624,2.564,0.674
San Francisco,West,6/1/1953,4.693,2.623,0.753
San Francisco,West,7/1/1953,4.942,2.862,0.913
San Francisco,West,8/1/1953,4.824,2.793,0.854
San Francisco,West,9/1/1953,5.054,3.013,1.074
San Francisco,West,10/1/1953,4.844,2.813,0.884
San Francisco,West,11/1/1953,4.975,2.915,0.963
San Francisco,West,12/1/1953,4.673,2.623,0.703
San Francisco,West,1/1/1954,5.024,2.964,1.054
San Francisco,West,2/1/1954,4.844,2.872,0.982
San Francisco,West,3/1/1954,4.913,2.905,0.992
San Francisco,West,4/1/1954,4.703,2.695,0.772
San Francisco,West,5/1/1954,4.814,2.734,0.805
San Francisco,West,6/1/1954,4.785,2.695,0.743
San Francisco,West,7/1/1954,4.893,2.783,0.782
San Francisco,West,8/1/1954,4.932,2.852,0.864
San Francisco,West,9/1/1954,4.834,2.783,0.835
San Francisco,West,10/1/1954,4.765,2.715,0.762
San Francisco,West,11/1/1954,4.854,2.764,0.792
San Francisco,West,12/1/1954,4.883,2.833,0.874
San Francisco,West,1/1/1955,4.785,2.744,0.772
San Francisco,West,2/1/1955,4.683,2.603,0.582
San Francisco,West,3/1/1955,4.673,2.613,0.625
San Francisco,West,4/1/1955,4.575,2.495,0.493
San Francisco,West,5/1/1955,4.693,2.613,0.625
San Francisco,West,6/1/1955,4.814,2.724,0.762
San Francisco,West,7/1/1955,4.795,2.715,0.743
San Francisco,West,8/1/1955,4.952,2.885,0.913
San Francisco,West,9/1/1955,4.873,2.842,0.854
San Francisco,West,10/1/1955,4.722,2.633,0.644
San Francisco,West,11/1/1955,4.742,2.603,0.615
San Francisco,West,12/1/1955,5.073,2.964,0.992
San Francisco,West,1/1/1956,5.093,3.154,1.383
San Francisco,West,2/1/1956,4.804,2.833,0.953
San Francisco,West,3/1/1956,4.463,2.495,0.615
San Francisco,West,4/1/1956,4.732,2.675,0.733
San Francisco,West,5/1/1956,4.814,2.793,0.923
San Francisco,West,6/1/1956,4.814,2.774,0.884
San Francisco,West,7/1/1956,4.952,2.895,0.904
San Francisco,West,8/1/1956,4.932,2.852,0.844
San Francisco,West,9/1/1956,4.942,2.833,0.825
San Francisco,West,10/1/1956,4.903,2.764,0.713
San Francisco,West,11/1/1956,4.804,2.652,0.654
San Francisco,West,12/1/1956,4.755,2.593,0.562
San Francisco,West,1/1/1957,4.942,2.823,0.792
San Francisco,West,2/1/1957,4.995,2.934,0.874
San Francisco,West,3/1/1957,4.722,2.724,0.733
San Francisco,West,4/1/1957,4.804,2.724,0.723
San Francisco,West,5/1/1957,5.034,2.954,0.982
San Francisco,West,6/1/1957,4.985,2.885,0.884
San Francisco,West,7/1/1957,5.224,3.052,0.953
San Francisco,West,8/1/1957,5.083,2.993,0.913
San Francisco,West,9/1/1957,5.254,3.174,1.143
San Francisco,West,10/1/1957,5.234,3.154,1.143
San Francisco,West,11/1/1957,5.123,3.033,1.025
San Francisco,West,12/1/1957,5.142,3.115,1.104
San Francisco,West,1/1/1958,5.175,3.115,1.133
San Francisco,West,2/1/1958,5.484,3.554,1.734
San Francisco,West,3/1/1958,5.185,3.213,1.333
San Francisco,West,4/1/1958,4.932,3.003,1.215
San Francisco,West,5/1/1958,4.995,2.885,0.864
San Francisco,West,6/1/1958,5.064,2.954,1.005
San Francisco,West,7/1/1958,5.142,2.993,0.933
San Francisco,West,8/1/1958,5.264,3.164,1.133
San Francisco,West,9/1/1958,5.323,3.194,1.182
San Francisco,West,10/1/1958,5.274,3.203,1.163
San Francisco,West,11/1/1958,5.064,2.925,0.874
San Francisco,West,12/1/1958,5.274,3.144,1.045
San Francisco,West,1/1/1959,5.274,3.144,1.064
San Francisco,West,2/1/1959,5.372,3.223,1.143
San Francisco,West,3/1/1959,4.722,2.652,0.605
San Francisco,West,4/1/1959,4.952,2.803,0.703
San Francisco,West,5/1/1959,4.722,2.633,0.582
San Francisco,West,6/1/1959,4.834,2.695,0.644
San Francisco,West,7/1/1959,5.162,3.023,0.953
San Francisco,West,8/1/1959,5.175,3.072,1.025
San Francisco,West,9/1/1959,5.215,3.095,1.025
San Francisco,West,10/1/1959,5.254,3.115,1.025
San Francisco,West,11/1/1959,5.073,2.905,0.825
San Francisco,West,12/1/1959,5.205,2.974,0.825
San Francisco,West,1/1/1960,5.142,2.974,0.835
San Francisco,West,2/1/1960,4.903,2.813,0.723
San Francisco,West,3/1/1960,4.732,2.675,0.654
San Francisco,West,4/1/1960,4.512,2.432,0.454
San Francisco,West,5/1/1960,4.522,2.432,0.372
San Francisco,West,6/1/1960,4.942,2.823,0.805
San Francisco,West,7/1/1960,4.942,2.842,0.743
San Francisco,West,8/1/1960,4.942,2.833,0.805
San Francisco,West,9/1/1960,5.024,2.954,0.894
San Francisco,West,10/1/1960,4.942,2.793,0.743
San Francisco,West,11/1/1960,4.952,2.842,0.815
San Francisco,West,12/1/1960,4.995,2.862,0.825
San Francisco,West,1/1/1961,5.083,2.925,0.884
San Francisco,West,2/1/1961,4.804,2.754,0.713
San Francisco,West,3/1/1961,4.732,2.695,0.615
San Francisco,West,4/1/1961,4.693,2.623,0.562
San Francisco,West,5/1/1961,4.585,2.475,0.405
San Francisco,West,6/1/1961,4.975,2.842,0.743
San Francisco,West,7/1/1961,5.142,2.944,0.825
San Francisco,West,8/1/1961,5.093,2.954,0.835
San Francisco,West,9/1/1961,5.093,3.013,0.972
San Francisco,West,10/1/1961,4.844,2.793,0.743
San Francisco,West,11/1/1961,4.952,2.862,0.844
San Francisco,West,12/1/1961,4.975,2.872,0.844
San Francisco,West,1/1/1962,4.952,2.823,0.782
San Francisco,West,2/1/1962,5.215,3.154,1.182
San Francisco,West,3/1/1962,4.765,2.734,0.743
San Francisco,West,4/1/1962,4.473,2.383,0.313
San Francisco,West,5/1/1962,4.775,2.633,0.552
San Francisco,West,6/1/1962,4.923,2.813,0.772
San Francisco,West,7/1/1962,5.083,2.954,0.894
San Francisco,West,8/1/1962,5.133,3.003,0.953
San Francisco,West,9/1/1962,5.205,3.082,1.045
San Francisco,West,10/1/1962,5.264,3.203,1.143
San Francisco,West,11/1/1962,4.975,2.872,0.854
San Francisco,West,12/1/1962,5.123,3.003,1.005
San Francisco,West,1/1/1963,5.073,2.944,0.943
San Francisco,West,2/1/1963,5.215,3.184,1.245
San Francisco,West,3/1/1963,4.755,2.675,0.644
San Francisco,West,4/1/1963,4.913,2.885,0.953
San Francisco,West,5/1/1963,4.863,2.813,0.854
San Francisco,West,6/1/1963,4.975,2.934,0.982
San Francisco,West,7/1/1963,5.073,2.984,1.005
San Francisco,West,8/1/1963,5.034,2.954,0.992
San Francisco,West,9/1/1963,5.205,3.105,1.064
San Francisco,West,10/1/1963,5.133,2.993,0.874
San Francisco,West,11/1/1963,5.283,3.082,1.015
San Francisco,West,12/1/1963,5.274,3.072,0.992
San Francisco,West,1/1/1964,5.054,2.934,0.874
San Francisco,West,2/1/1964,4.713,2.662,0.644
San Francisco,West,3/1/1964,4.604,2.524,0.503
San Francisco,West,4/1/1964,4.565,2.442,0.503
San Francisco,West,5/1/1964,4.624,2.593,0.625
San Francisco,West,6/1/1964,4.814,2.705,0.723
San Francisco,West,7/1/1964,4.873,2.695,0.664
San Francisco,West,8/1/1964,5.083,3.013,0.963
San Francisco,West,9/1/1964,5.123,3.072,0.992
San Francisco,West,10/1/1964,5.034,2.944,0.854
San Francisco,West,11/1/1964,5.054,2.934,0.864
San Francisco,West,12/1/1964,5.142,3.043,1.104
San Francisco,West,1/1/1965,5.093,3.125,1.373
San Francisco,West,2/1/1965,4.942,2.934,1.005
San Francisco,West,3/1/1965,5.024,2.944,0.992
San Francisco,West,4/1/1965,5.024,2.954,1.045
San Francisco,West,5/1/1965,4.663,2.554,0.615
San Francisco,West,6/1/1965,4.965,2.833,0.874
San Francisco,West,7/1/1965,4.995,2.872,0.835
San Francisco,West,8/1/1965,5.133,3.043,0.992
San Francisco,West,9/1/1965,5.244,3.154,1.153
San Francisco,West,10/1/1965,5.083,3.033,1.104
San Francisco,West,11/1/1965,5.405,3.344,1.383
San Francisco,West,12/1/1965,5.415,3.384,1.455
San Francisco,West,1/1/1966,5.142,3.125,1.202
San Francisco,West,2/1/1966,4.965,2.925,0.933
San Francisco,West,3/1/1966,4.722,2.685,0.684
San Francisco,West,4/1/1966,4.975,2.872,0.884
San Francisco,West,5/1/1966,4.985,2.842,0.825
San Francisco,West,6/1/1966,4.975,2.852,0.854
San Francisco,West,7/1/1966,5.064,2.934,0.982
San Francisco,West,8/1/1966,5.162,3.072,1.113
San Francisco,West,9/1/1966,5.034,2.984,0.972
San Francisco,West,10/1/1966,5.054,2.974,1.035
San Francisco,West,11/1/1966,5.215,3.125,1.163
San Francisco,West,12/1/1966,5.152,3.023,1.143
San Francisco,West,1/1/1967,5.133,3.062,1.123
San Francisco,West,2/1/1967,4.913,2.915,1.015
San Francisco,West,3/1/1967,5.014,2.984,1.054
San Francisco,West,4/1/1967,4.903,2.895,1.035
San Francisco,West,5/1/1967,4.795,2.813,0.982
San Francisco,West,6/1/1967,5.014,2.993,1.182
San Francisco,West,7/1/1967,4.975,3.013,1.143
San Francisco,West,8/1/1967,5.073,3.062,1.153
San Francisco,West,9/1/1967,5.185,3.115,1.113
San Francisco,West,10/1/1967,5.005,2.905,0.874
San Francisco,West,11/1/1967,5.283,3.154,1.113
San Francisco,West,12/1/1967,5.093,2.885,0.904
San Francisco,West,1/1/1968,5.113,3.003,1.005
San Francisco,West,2/1/1968,5.205,3.164,1.235
San Francisco,West,3/1/1968,4.893,2.925,1.025
San Francisco,West,4/1/1968,4.663,2.613,0.723
San Francisco,West,5/1/1968,4.765,2.685,0.772
San Francisco,West,6/1/1968,5.005,2.885,0.963
San Francisco,West,7/1/1968,5.064,2.954,0.963
San Francisco,West,8/1/1968,5.103,3.023,1.054
San Francisco,West,9/1/1968,5.205,3.095,1.133
San Francisco,West,10/1/1968,5.103,2.954,0.982
San Francisco,West,11/1/1968,5.044,2.915,0.913
San Francisco,West,12/1/1968,5.152,3.013,1.025
San Francisco,West,1/1/1969,5.533,3.505,1.612
San Francisco,West,2/1/1969,5.484,3.623,1.875
San Francisco,West,3/1/1969,4.932,2.974,1.163
San Francisco,West,4/1/1969,4.854,2.823,0.972
San Francisco,West,5/1/1969,4.863,2.783,0.953
San Francisco,West,6/1/1969,4.942,2.872,1.064
San Francisco,West,7/1/1969,5.152,2.993,0.992
San Francisco,West,8/1/1969,5.195,3.052,1.015
San Francisco,West,9/1/1969,5.215,3.144,1.192
San Francisco,West,10/1/1969,5.123,3.095,1.215
San Francisco,West,11/1/1969,5.224,3.164,1.264
San Francisco,West,12/1/1969,5.254,3.213,1.343
San Francisco,West,1/1/1970,5.224,3.315,1.563
San Francisco,West,2/1/1970,5.142,3.164,1.294
San Francisco,West,3/1/1970,5.054,3.013,1.064
San Francisco,West,4/1/1970,4.575,2.465,0.484
San Francisco,West,5/1/1970,4.785,2.675,0.634
San Francisco,West,6/1/1970,4.873,2.764,0.815
San Francisco,West,7/1/1970,5.024,2.915,0.943
San Francisco,West,8/1/1970,5.014,2.925,0.923
San Francisco,West,9/1/1970,5.054,2.993,1.015
San Francisco,West,10/1/1970,5.083,3.003,1.045
San Francisco,West,11/1/1970,5.195,3.115,1.163
San Francisco,West,12/1/1970,5.283,3.213,1.323
San Francisco,West,1/1/1971,4.923,2.885,0.943
San Francisco,West,2/1/1971,4.634,2.583,0.634
San Francisco,West,3/1/1971,4.555,2.432,0.425
San Francisco,West,4/1/1971,4.575,2.534,0.644
San Francisco,West,5/1/1971,4.722,2.675,0.762
San Francisco,West,6/1/1971,4.775,2.734,0.864
San Francisco,West,7/1/1971,4.883,2.872,1.005
San Francisco,West,8/1/1971,5.044,3.033,1.123
San Francisco,West,9/1/1971,5.175,3.125,1.173
San Francisco,West,10/1/1971,5.093,2.934,0.874
San Francisco,West,11/1/1971,5.014,2.872,0.864
San Francisco,West,12/1/1971,5.054,2.885,0.835
San Francisco,West,1/1/1972,5.014,2.862,0.835
San Francisco,West,2/1/1972,5.005,2.925,0.963
San Francisco,West,3/1/1972,4.844,2.754,0.782
San Francisco,West,4/1/1972,4.775,2.685,0.733
San Francisco,West,5/1/1972,4.903,2.793,0.825
San Francisco,West,6/1/1972,5.162,2.993,0.972
San Francisco,West,7/1/1972,5.215,3.023,0.943
San Francisco,West,8/1/1972,5.333,3.194,1.113
San Francisco,West,9/1/1972,5.342,3.184,1.173
San Francisco,West,10/1/1972,5.562,3.394,1.343
San Francisco,West,11/1/1972,5.513,3.374,1.284
San Francisco,West,12/1/1972,5.493,3.404,1.363
San Francisco,West,1/1/1973,5.362,3.364,1.455
San Francisco,West,2/1/1973,5.493,3.545,1.655
San Francisco,West,3/1/1973,4.904,2.872,1.025
San Francisco,West,4/1/1973,4.594,2.475,0.523
San Francisco,West,5/1/1973,4.863,2.695,0.644
San Francisco,West,6/1/1973,5.034,2.862,0.825
San Francisco,West,7/1/1973,5.034,2.852,0.782
San Francisco,West,8/1/1973,5.103,2.964,0.874
San Francisco,West,9/1/1973,4.942,2.823,0.782
San Francisco,West,10/1/1973,5.005,2.885,0.923
San Francisco,West,11/1/1973,4.923,2.823,0.894
San Francisco,West,12/1/1973,4.932,2.954,1.005
San Francisco,West,1/1/1974,5.103,3.164,1.304
San Francisco,West,2/1/1974,4.873,2.793,0.762
San Francisco,West,3/1/1974,5.152,3.125,1.153
San Francisco,West,4/1/1974,4.913,2.885,1.025
San Francisco,West,5/1/1974,4.844,2.734,0.723
San Francisco,West,6/1/1974,5.073,2.944,0.913
San Francisco,West,7/1/1974,5.073,2.934,0.923
San Francisco,West,8/1/1974,5.073,3.003,0.972
San Francisco,West,9/1/1974,5.215,3.154,1.153
San Francisco,West,10/1/1974,5.162,3.052,1.025
San Francisco,West,11/1/1974,5.073,2.984,0.982
San Francisco,West,12/1/1974,5.044,2.885,0.825
San Francisco,West,1/1/1975,4.923,2.754,0.664
San Francisco,West,2/1/1975,5.014,2.954,0.933
San Francisco,West,3/1/1975,5.073,2.944,0.982
San Francisco,West,4/1/1975,4.873,2.833,0.864
San Francisco,West,5/1/1975,4.693,2.613,0.644
San Francisco,West,6/1/1975,4.932,2.823,0.904
San Francisco,West,7/1/1975,4.942,2.895,0.913
San Francisco,West,8/1/1975,5.034,2.954,0.923
San Francisco,West,9/1/1975,5.103,3.003,0.933
San Francisco,West,10/1/1975,5.005,2.862,0.713
San Francisco,West,11/1/1975,4.863,2.685,0.595
San Francisco,West,12/1/1975,4.824,2.662,0.595
San Francisco,West,1/1/1976,5.005,2.793,0.674
San Francisco,West,2/1/1976,5.064,2.925,0.825
San Francisco,West,3/1/1976,4.732,2.603,0.503
San Francisco,West,4/1/1976,4.824,2.695,0.634
